0.1	0.0	1.0
0.1	3.162e-08	1.0
0.1	3.162e-09	1.0
0.1	1e-06	0.99245
0.1	1e-08	1.0
0.1	1e-09	1.0
0.1	3.162e-07	0.9940000000000001
0.1	1e-07	1.0
0.0001	3.162e-07	0.7644
0.0001	1e-07	0.8615
0.0001	1e-09	1.0
0.0001	1e-08	0.9752
0.0001	1e-06	0.7297
0.0001	3.162e-08	0.93985
0.0001	3.162e-09	0.99465
0.0001	0.0	1.0
0.0	1e-09	0.9984999999999999
0.0	1e-07	0.8292
0.0	3.162e-07	0.8458
0.0	1e-08	0.9803499999999999
0.0	3.162e-09	1.0
0.0	3.162e-08	0.9134
0.0	0.0	1.0
0.0	1e-06	0.7419499999999999
0.003162	3.162e-08	0.9630500000000001
0.003162	1e-06	0.85155
0.003162	1e-09	0.9972
0.003162	0.0	0.9995
0.003162	3.162e-07	0.8644
0.003162	1e-08	0.9783
0.003162	3.162e-09	0.99735
0.003162	1e-07	0.9288
0.001	1e-06	0.8316500000000001
0.001	0.0	0.99595
0.001	3.162e-08	0.9288
0.001	1e-09	0.9975
0.001	3.162e-07	0.8239
0.001	3.162e-09	0.9914499999999999
0.001	1e-07	0.8593500000000001
0.001	1e-08	0.9733499999999999
0.03162	1e-07	0.9969499999999999
0.03162	1e-08	1.0
0.03162	3.162e-07	0.981
0.03162	1e-09	1.0
0.03162	0.0	1.0
0.03162	1e-06	0.9589
0.03162	3.162e-09	1.0
0.03162	3.162e-08	0.9934999999999999
0.3162	1e-07	1.0
0.3162	1e-08	1.0
0.3162	3.162e-08	1.0
0.3162	3.162e-07	1.0
0.3162	0.0	1.0
0.3162	3.162e-09	1.0
0.3162	1e-09	1.0
0.3162	1e-06	1.0
1e-05	1e-06	0.7404000000000001
1e-05	3.162e-08	0.9135
1e-05	0.0	1.0
1e-05	3.162e-07	0.7819499999999999
1e-05	1e-08	0.9734
1e-05	3.162e-09	1.0
1e-05	1e-07	0.8513
1e-05	1e-09	1.0
0.01	1e-07	0.958
0.01	3.162e-09	0.99965
0.01	1e-09	0.9995499999999999
0.01	0.0	1.0
0.01	3.162e-07	0.9257500000000001
0.01	1e-06	0.8591500000000001
0.01	3.162e-08	0.98315
0.01	1e-08	1.0
0.0003162	3.162e-07	0.8206
0.0003162	0.0	1.0
0.0003162	1e-06	0.7929
0.0003162	3.162e-08	0.9370499999999999
0.0003162	3.162e-09	0.9991500000000001
0.0003162	1e-07	0.8286
0.0003162	1e-08	0.9813500000000001
0.0003162	1e-09	1.0
3.162e-05	0.0	1.0
3.162e-05	1e-09	0.9998999999999999
3.162e-05	1e-08	0.9895499999999999
3.162e-05	3.162e-08	0.93735
3.162e-05	1e-06	0.7741
3.162e-05	3.162e-09	0.99795
3.162e-05	1e-07	0.81045
3.162e-05	3.162e-07	0.80965
1.0	3.162e-07	1.0
1.0	3.162e-09	1.0
1.0	0.0	1.0
1.0	3.162e-08	1.0
1.0	1e-06	1.0
1.0	1e-07	1.0
1.0	1e-08	1.0
1.0	1e-09	1.0
