SEX	REC	Hi	Fis	LD_0-1000	D_1_0	D_0_1	D_SINGER	C_1_0	A_1_0	S_1_0	C_0_1	A_0_1	S_0_1	C_SINGER	A_SINGER	S_SINGER	C_IQ_TREE	A_IQ_TREE	S_IQ_TREE
0.0	0.0	0.0069385	-0.9631528964862299	0.8360752322682983	0.003020007550018875	0.0012690355329949238	0.04203703703703704	1.0	0.0	0.0	1.0	0.0	0.0	0.990404	7.6e-05	0.00952	1.0	0.0	0.0
0.0	0.0	0.0070735	-0.6040247992682183	0.8583226045907418	-0.01425891181988743	-0.012971698113207548	-0.034602284706352696	1.0	0.0	0.0	1.0	0.0	0.0	0.809412	0.02038	0.170208	1.0	0.0	0.0
0.0	0.0	0.0071205	-0.8305537599655247	0.6318236355151203	-0.003815261044176707	-0.022670025188916875	-0.030187241462241457	1.0	0.0	0.0	1.0	0.0	0.0	0.970564	0.00224	0.027196	1.0	0.0	0.0
0.0	0.0	0.007126	-0.8470296182160588	0.8489488995005215	-0.0029218407596785976	0.0	0.01014550264550265	1.0	0.0	0.0	1.0	0.0	0.0	0.972412	0.000652	0.026936	1.0	0.0	0.0
0.0	0.0	0.0070055	-0.8527401676337847	0.8313533825645418	0.009227871939736346	0.024444444444444446	0.05164579050335629	1.0	0.0	0.0	1.0	0.0	0.0	0.9268	0.005884	0.067316	1.0	0.0	0.0
0.0	0.0	0.007041	-0.6585679118056299	0.5008888639383222	-0.005642633228840125	-0.0024937655860349127	-0.0660952380952381	1.0	0.0	0.0	1.0	0.0	0.0	0.984092	0.0007	0.015208	1.0	0.0	0.0
0.0	0.0	0.00697	-0.8997480201583873	0.8619688880724002	-0.0008931761343336906	-0.005605381165919282	-0.03665958952583156	1.0	0.0	0.0	1.0	0.0	0.0	0.982444	4e-06	0.017552	1.0	0.0	0.0
0.0	0.0	0.0072555	-0.6696121225025728	0.9962253543749751	0.00020610057708161583	0.0	-0.02857142857142857	1.0	0.0	0.0	1.0	0.0	0.0	0.994824	0.0	0.005176	1.0	0.0	0.0
0.0	0.0	0.007115	-0.9085850556438791	0.5645233812949639	0.0	-0.001184834123222749	-0.11612021857923496	1.0	0.0	0.0	1.0	0.0	0.0	0.987732	6.8e-05	0.0122	1.0	0.0	0.0
0.0	0.0	0.0071005	-0.8264459431841407	0.7094376184886848	0.0007145409074669524	-0.001141552511415525	-0.09827160493827161	1.0	0.0	0.0	1.0	0.0	0.0	0.990188	0.00092	0.008892	1.0	0.0	0.0
0.0	0.0	0.006866000000000001	-0.9184889744647686	0.47563282556227304	0.0026335590669676447	-0.0011261261261261261	0.02399920634920636	1.0	0.0	0.0	1.0	0.0	0.0	0.9656	0.001444	0.032956	1.0	0.0	0.0
0.0	0.0	0.0069075000000000004	-0.9096406972607612	0.8602481804267018	0.0020008892841262785	-0.0033259423503325942	-0.007583333333333331	1.0	0.0	0.0	1.0	0.0	0.0	0.980752	0.001232	0.018016	1.0	0.0	0.0
0.0	0.0	0.0069625	-0.8306852239602579	0.9852795059847353	0.0028294260307194824	-0.002347417840375587	0.06623465608465608	1.0	0.0	0.0	1.0	0.0	0.0	0.953736	0.003824	0.04244	1.0	0.0	0.0
0.0	0.0	0.0069169999999999995	-0.7574132369515372	0.39989079806556566	0.003127606338615513	-0.014511873350923483	-0.030000024812471368	1.0	0.0	0.0	1.0	0.0	0.0	0.762072	0.023148	0.21478	1.0	0.0	0.0
0.0	0.0	0.006807499999999999	-0.7607058823529412	0.5966381578832793	-0.00019113149847094801	0.0037974683544303796	0.02930954184704185	1.0	0.0	0.0	1.0	0.0	0.0	0.963428	0.002612	0.03396	1.0	0.0	0.0
0.0	0.0	0.0068765	-0.9804332634521313	0.6403087228775303	-0.0005474452554744526	0.0	-0.034923859143502	1.0	0.0	0.0	1.0	0.0	0.0	0.952316	0.002216	0.045468	1.0	0.0	0.0
0.0	0.0	0.007068	-0.4446480124361536	0.9684083948196471	0.003048780487804878	0.003303964757709251	0.0766374269005848	1.0	0.0	0.0	1.0	0.0	0.0	0.990668	0.0002	0.009132	0.4	0.0	0.6
0.0	0.0	0.0068775	-0.9898167975255768	0.7906275395707054	-0.01318165402672445	-0.011441647597254004	-0.05926968963576106	1.0	0.0	0.0	1.0	0.0	0.0	0.963428	0.002644	0.033928	1.0	0.0	0.0
0.0	0.0	0.0068065	-0.999064064766718	0.946935456089515	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.993032	4e-06	0.006964	1.0	0.0	0.0
0.0	0.0	0.007124999999999999	-0.6903832248734635	0.838894726600506	-0.0028912875867386275	0.0023752969121140144	0.08741666666666667	1.0	0.0	0.0	1.0	0.0	0.0	0.977172	0.004124	0.018704	1.0	0.0	0.0
0.0	0.0	0.007098999999999999	-0.7840127897681854	0.6492373238034894	-0.0012848751835535977	0.005208333333333333	0.01949588929588929	1.0	0.0	0.0	1.0	0.0	0.0	0.945988	0.002876	0.051136	1.0	0.0	0.0
0.0	0.0	0.007233	-0.9455322979968489	0.9949668298566765	-0.002594810379241517	-0.0024154589371980675	-0.018395238095238086	1.0	0.0	0.0	1.0	0.0	0.0	0.969244	0.002284	0.028472	1.0	0.0	0.0
0.0	0.0	0.0072985	-0.9660480506401956	0.7409601810814779	-0.003501658680427571	0.01913265306122449	-0.009738617467188893	1.0	0.0	0.0	1.0	0.0	0.0	0.957296	0.002728	0.039976	1.0	0.0	0.0
0.0	0.0	0.0070019999999999995	-0.9144306845545235	0.445206379233336	0.004828118964851294	0.006756756756756757	0.07433333333333333	1.0	0.0	0.0	1.0	0.0	0.0	0.980424	0.000916	0.01866	1.0	0.0	0.0
0.0	0.0	0.0069	-0.9299581629295351	0.8101728948761777	0.0	0.013480392156862746	0.1090515873015873	1.0	0.0	0.0	1.0	0.0	0.0	0.975248	0.002088	0.022664	1.0	0.0	0.0
0.0	0.0	0.0070785	-0.8179474786531336	0.6749931261315943	0.007109847138286527	0.022271714922048998	0.03702974333867191	1.0	0.0	0.0	1.0	0.0	0.0	0.965912	0.001868	0.03222	1.0	0.0	0.0
0.0	0.0	0.006984499999999999	-0.8995845487492264	0.915819426218281	-0.0016716196136701336	-0.0026246719160104987	0.04363492063492064	1.0	0.0	0.0	1.0	0.0	0.0	0.977712	0.0011	0.021188	1.0	0.0	0.0
0.0	0.0	0.007235500000000001	-0.7636010865347302	0.9866125562499869	0.012699905926622766	0.0	0.004660088522588528	1.0	0.0	0.0	1.0	0.0	0.0	0.945856	0.005456	0.048688	1.0	0.0	0.0
0.0	0.0	0.0070504999999999995	-0.6163338879645035	0.46078317817448244	0.012932674020540129	-0.0011737089201877935	-0.03385333546141255	1.0	0.0	0.0	1.0	0.0	0.0	0.865524	0.013012	0.121464	1.0	0.0	0.0
0.0	0.0	0.007069	-0.8632364702745935	0.8532913271949121	-0.00645421540943929	0.009162303664921465	-0.006469708994708997	1.0	0.0	0.0	1.0	0.0	0.0	0.972656	0.000992	0.026352	0.8	0.0	0.2
0.0	0.0	0.0070375	-0.596930669641348	0.9918126335734901	0.009467455621301775	0.01820388349514563	0.1275918364043364	1.0	0.0	0.0	1.0	0.0	0.0	0.954496	0.00256	0.042944	1.0	0.0	0.0
0.0	0.0	0.006945	-0.757940251572327	0.889093112695277	0.0030876109610189118	0.008997429305912597	0.1365	1.0	0.0	0.0	1.0	0.0	0.0	0.98692	0.00062	0.01246	1.0	0.0	0.0
0.0	0.0	0.0069075000000000004	-0.7247747747747748	0.7915933090365387	0.008381030253475062	0.02119700748129676	0.11805833333333333	1.0	0.0	0.0	1.0	0.0	0.0	0.981468	0.001444	0.017088	1.0	0.0	0.0
0.0	0.0	0.006873499999999999	-0.9969829821335973	0.9940230614619697	0.0006177924217462932	0.0	0.020202020202020197	1.0	0.0	0.0	1.0	0.0	0.0	0.989296	0.000428	0.010276	1.0	0.0	0.0
0.0	0.0	0.0069	-0.9281491587085038	0.6051012987178325	-0.01329572925060435	0.03125	0.06223347415371224	1.0	0.0	0.0	1.0	0.0	0.0	0.932276	0.002968	0.064756	1.0	0.0	0.0
0.0	0.0	0.006965000000000001	-0.7331773879142299	0.580072460625197	-0.005169561621174525	0.004784688995215311	0.03690678927748255	1.0	0.0	0.0	1.0	0.0	0.0	0.935892	0.003344	0.060764	1.0	0.0	0.0
0.0	0.0	0.0069835	-0.8545287816264432	0.8954885183103284	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.995172	0.0	0.004828	1.0	0.0	0.0
0.0	0.0	0.0071075	-0.6467981854626016	0.5066909421939009	0.0021537442014579193	-0.0012165450121654502	0.03563829787234042	1.0	0.0	0.0	1.0	0.0	0.0	0.977752	0.001936	0.020312	1.0	0.0	0.0
0.0	0.0	0.006759	-0.8145591980938297	0.6880103488484289	0.004472271914132379	-0.006802721088435374	-0.026564219907077052	1.0	0.0	0.0	1.0	0.0	0.0	0.949356	0.001316	0.049328	1.0	0.0	0.0
0.0	0.0	0.0071105	-0.7791059048529764	0.646315776573728	0.0001934984520123839	0.0	0.04081632653061224	1.0	0.0	0.0	1.0	0.0	0.0	0.9907	0.0	0.0093	1.0	0.0	0.0
0.0	0.0	0.007016	-0.9667994687915007	0.5869763029087695	0.0017045454545454545	-0.0066815144766146995	-0.04097892669499812	1.0	0.0	0.0	1.0	0.0	0.0	0.928712	0.005208	0.06608	1.0	0.0	0.0
0.0	0.0	0.0071105	-0.7740008478822215	0.6910795826027841	-0.00216076058772688	0.0037974683544303796	0.08015697477126048	1.0	0.0	0.0	1.0	0.0	0.0	0.94174	0.00284	0.05542	1.0	0.0	0.0
0.0	0.0	0.0068214999999999994	-0.870903588413316	0.8712043392320743	-0.000938790837401427	0.0	0.11538461538461539	1.0	0.0	0.0	1.0	0.0	0.0	0.988692	0.0	0.011308	1.0	0.0	0.0
0.0	0.0	0.0070705	-0.8975738822368715	0.915865830090276	0.004340277777777778	0.006787330316742082	0.12994011976047906	1.0	0.0	0.0	1.0	0.0	0.0	0.98814	0.000248	0.011612	1.0	0.0	0.0
0.0	0.0	0.0069315	-0.971786688867305	0.47182735775808887	0.002973977695167286	0.002320185614849188	0.004289891395154556	1.0	0.0	0.0	1.0	0.0	0.0	0.986772	0.002724	0.010504	1.0	0.0	0.0
0.0	0.0	0.0070225	-0.6841108561855858	0.5326142304627524	-0.008083140877598153	-0.0035211267605633804	-0.017693441170822118	1.0	0.0	0.0	1.0	0.0	0.0	0.895208	0.00912	0.095672	1.0	0.0	0.0
0.0	0.0	0.0068804999999999995	-0.9207912009934363	0.8639314822489293	0.004654771140418929	0.0024271844660194173	0.0063686507936508005	1.0	0.0	0.0	1.0	0.0	0.0	0.973244	0.000648	0.026108	1.0	0.0	0.0
0.0	0.0	0.006786	-0.969196614402664	0.7105220069527389	-0.0005551443375277572	-0.0011185682326621924	0.010101010101010102	1.0	0.0	0.0	1.0	0.0	0.0	0.989868	0.00036	0.009772	1.0	0.0	0.0
0.0	0.0	0.006805	-0.7637525323359825	0.8529414743118466	0.00018484288354898336	0.0	-0.013888888888888888	1.0	0.0	0.0	1.0	0.0	0.0	0.992292	6e-05	0.007648	1.0	0.0	0.0
0.0	1e-09	0.0068045	-0.796199505692638	0.674845398987946	0.003235082674335011	0.004618937644341801	-0.034383465608465606	0.986989	0.013011	0.0	1.0	0.0	0.0	0.976776	0.002116	0.021108	1.0	0.0	0.0
0.0	1e-09	0.0067225	-0.9705273069679848	0.7151020072480482	-0.004475941812756434	-0.009324009324009324	0.0088010582010582	0.996304	0.003696	0.0	1.0	0.0	0.0	0.96834	0.00026	0.0314	1.0	0.0	0.0
0.0	1e-09	0.0067485	-0.9297915265635508	0.7026809480546391	0.0001941747572815534	0.0025380710659898475	0.031057397034182754	0.997293	0.002707	0.0	1.0	0.0	0.0	0.963328	0.001136	0.035536	1.0	0.0	0.0
0.0	1e-09	0.0069535	-0.8972005932517613	0.8024750535450025	0.0038645564961354434	0.00516795865633075	-0.003099206349206347	0.987411	0.012589	0.0	1.0	0.0	0.0	0.97742	0.000732	0.021848	1.0	0.0	0.0
0.0	1e-09	0.0070185	-0.8951883125586383	0.552154138757959	-0.012332245194051506	-0.014008620689655173	-0.043790274742375575	0.98732	0.01268	0.0	1.0	0.0	0.0	0.921504	0.004616	0.07388	1.0	0.0	0.0
0.0	1e-09	0.0069645	-0.8737746743655164	0.8948557406336594	-0.013888888888888888	-0.00980392156862745	-0.022953779619851043	0.975645	0.024355	0.0	1.0	0.0	0.0	0.909656	0.005088	0.085256	1.0	0.0	0.0
0.0	1e-09	0.006948	-0.7036541889483066	0.542818107373039	-0.0018076644974692696	-0.005841121495327103	-0.021177728431614442	1.0	0.0	0.0	1.0	0.0	0.0	0.979684	0.001292	0.019024	1.0	0.0	0.0
0.0	1e-09	0.0070305	-0.4830888522408354	0.866408830875836	-0.006252521177894313	-0.03580562659846547	-0.008847609995960648	0.977678	0.022322	0.0	1.0	0.0	0.0	0.688636	0.03992	0.271444	1.0	0.0	0.0
0.0	1e-09	0.007006	-0.9278736419245869	0.7707507507507506	-0.008623663332183512	-0.009719222462203024	-0.05234087301587302	1.0	0.0	0.0	1.0	0.0	0.0	0.97296	0.000456	0.026584	1.0	0.0	0.0
0.0	1e-09	0.006933	-0.979221030250314	0.9496430728914075	-0.0017901897601145722	0.0034482758620689655	0.022150793650793654	0.990176	0.009824	0.0	1.0	0.0	0.0	0.97154	0.001876	0.026584	1.0	0.0	0.0
0.0	1e-09	0.007051	-0.7604500287427117	0.3737680771172451	0.0020014556040756915	-0.003401360544217687	0.004954954954954952	1.0	0.0	0.0	1.0	0.0	0.0	0.984888	0.000508	0.014604	1.0	0.0	0.0
0.0	1e-09	0.006972	-0.7528339278636543	0.8299227031981248	0.0020955574182732607	0.016233766233766232	0.010349134463420175	0.971693	0.028307	0.0	1.0	0.0	0.0	0.930396	0.002528	0.067076	1.0	0.0	0.0
0.0	1e-09	0.0068175	-0.8105064052961911	0.830647717226309	0.002347417840375587	-0.0037220843672456576	-0.04178571428571428	0.991642	0.008358	0.0	1.0	0.0	0.0	0.982464	0.001572	0.015964	1.0	0.0	0.0
0.0	1e-09	0.006728	-0.854311111111111	0.9375519998598741	0.0046445880452342485	-0.004889975550122249	-0.006407448107448115	0.997917	0.002083	0.0	1.0	0.0	0.0	0.96978	0.001836	0.028384	1.0	0.0	0.0
0.0	1e-09	0.0070235	-0.9109604519774012	0.8387227025812085	0.0015895443306252208	0.0011363636363636363	-0.04163742690058479	0.993804	0.006196	0.0	1.0	0.0	0.0	0.986288	0.000548	0.013164	1.0	0.0	0.0
0.0	1e-09	0.0070225	-0.6324275172244954	0.4809851442917465	-0.0008496176720475786	0.03435114503816794	0.04571926001384481	0.998823	0.001177	0.0	1.0	0.0	0.0	0.8787	0.006376	0.114924	1.0	0.0	0.0
0.0	1e-09	0.0069759999999999996	-0.444136976824628	0.36865627794826467	-0.0015816528272044287	0.01206140350877193	0.20573085485145784	0.991922	0.008078	0.0	1.0	0.0	0.0	0.971412	0.003724	0.024864	0.95	0.0	0.05
0.0	1e-09	0.006755	-0.9181051786431152	0.4121268284843342	-0.013247539742619227	-0.008333333333333333	-0.03612799007553034	0.988407	0.011593	0.0	1.0	0.0	0.0	0.777596	0.028236	0.194168	1.0	0.0	0.0
0.0	1e-09	0.006958000000000001	-0.7684042340722987	0.6279118667487722	-0.0022263450834879408	-0.009456264775413711	-0.03424644180775132	0.999838	0.000162	0.0	1.0	0.0	0.0	0.944496	0.00196	0.053544	1.0	0.0	0.0
0.0	1e-09	0.006876999999999999	-0.6808478877444395	0.908869000930105	0.001185302252074279	0.0	-0.007874015748031496	1.0	0.0	0.0	1.0	0.0	0.0	0.98842	8.8e-05	0.011492	1.0	0.0	0.0
0.0	1e-09	0.006762000000000001	-0.9920136352568785	0.8942712634610724	0.008212019410227697	0.015909090909090907	0.010795008638535823	0.987951	0.012049	0.0	0.98476	0.01524	0.0	0.870348	0.012096	0.117556	1.0	0.0	0.0
0.0	1e-09	0.006869999999999999	-0.6635781544256121	0.9063591385331783	0.0020739064856711916	-0.0021691973969631237	0.038142174432497004	0.97941	0.02059	0.0	1.0	0.0	0.0	0.984188	0.0022	0.013612	1.0	0.0	0.0
