,0.000000,0.000010,0.000032,0.000100,0.000316,0.001000,0.003162,0.010000,0.031620,0.100000,0.316200
0.000001,0.000000,0.000000,0.003887,0.000701,0.023011,0.094875,0.187083,0.346094,0.417166,0.452897,0.455432
0.000000,0.000000,0.000000,0.024757,0.028214,0.084360,0.190298,0.282693,0.378047,0.381009,0.432179,0.439176
0.000000,0.000000,0.010226,0.023167,0.031911,0.123792,0.196744,0.358700,0.350883,0.384075,0.384633,0.432810
0.000000,0.000000,0.007462,0.017899,0.046327,0.083985,0.207876,0.289373,0.361220,0.339762,0.387458,0.418239
0.000000,0.000000,0.000000,0.008906,0.018963,0.057368,0.254601,0.277784,0.315709,0.318170,0.360716,0.423274
0.000000,0.000000,0.000000,0.000610,0.029808,0.040783,0.152726,0.334113,0.326208,0.330473,0.366603,0.401596
0.000000,0.000000,0.009664,0.000184,0.020718,0.073573,0.242225,0.305932,0.351488,0.360579,0.374596,0.419524
0.000000,0.000000,0.000000,0.024203,0.005312,0.082638,0.190270,0.320075,0.360466,0.322911,0.373457,0.415852
