sex	rec	CL	AR	SX	CL_bias	AR_bias	SX_bias	delta_m	dt_ratio	Hi	Fis	R2
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.04149587010703526	0.00323411645224278	0.006854125	-0.5664120163487152	0.4169085621833801
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.05318047827751416	0.0014256570687292888	0.006942625	-0.6377447450932207	0.744173526763916
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.022996857579598403	0.001825886179164325	0.00692975	-0.5584548914536054	0.268343448638916
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0809749541357814	0.000787247528907266	0.00693975	-0.6124885709212021	0.3918485641479492
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.013005104757125576	0.0025211151712299135	0.006672	-0.5637280287786721	0.34188878536224365
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.03348841782338526	0.0013162474968816237	0.007165625	-0.5897891188983257	0.3721090853214264
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.03865641743353702	0.002964383466844015	0.00690575	-0.593943467967188	0.5952379703521729
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.02514814038628169	0.00203863099073314	0.00705575	-0.7009401504415284	0.29986512660980225
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.06701400962380617	0.0020768087197331592	0.006895	-0.635744667880114	0.4178885519504547
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0005969852669321879	0.0005869295657123361	0.006916375000000001	-0.7341580494734546	0.31749290227890015
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.03667193274213769	0.0025700641799547364	0.0070567500000000005	-0.5205093883034007	0.40089160203933716
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.009327156441774223	0.0017124921400892754	0.006819375000000001	-0.4619715185356927	0.8176509737968445
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.018332462229266884	0.0019270064599493572	0.006944499999999999	-0.5639291354664189	0.29906341433525085
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.018538247272490965	0.00041067861493394663	0.006829375	-0.715466230881208	0.3644396662712097
0.0	0.0	1.0	0.0	0.0	0.05	0.3	0.65	-0.008863681550991211	0.0075126302218912	0.006866499999999999	-0.4070747733444878	0.6297147870063782
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.05009268570635222	0.001652306050151292	0.007132625	-0.6150963071365092	0.3600499629974365
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.020788791449500355	0.0027179661529622263	0.0069555	-0.44937752380290147	0.5339303016662598
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0783021691684894	0.0007954311154768119	0.006997625	-0.7803269002276518	0.534443199634552
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.023570466602172706	0.0013992461599245704	0.00685225	-0.6930071805220552	0.2437126785516739
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.05731844228795125	0.0005824404091005922	0.00711525	-0.6042965209668634	0.459139347076416
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.047046652868606646	0.001816811036535086	0.0068315	-0.6277096308447122	0.3562713861465454
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.07364322439046386	0.0020202859028661813	0.00699575	-0.5698082849899463	0.5361045598983765
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.06168976487259069	0.0015570965400409284	0.007162375	-0.6335905270128092	0.5037447810173035
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.05695037106230212	0.002613180519863439	0.0071785	-0.5585351341200006	0.41497692465782166
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.10623221024548643	0.0046195939567982135	0.007046	-0.47445003433938365	0.28528162837028503
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.02862034421383161	0.0007258256408486573	0.007047125	-0.6214521496009946	0.3132496774196625
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.008884286104127987	0.001341622380676477	0.007211875	-0.6688725386541285	0.31105875968933105
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.053805061794046	0.004497593277329689	0.006945875	-0.6506882669256772	0.6612253189086914
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.003541935698337727	0.001063168478613977	0.007157125	-0.6491669799432052	0.312604695558548
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.025538101205394438	0.0004301855921331913	0.006817999999999999	-0.642463557414368	0.4590940773487091
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.009379405442293999	0.0014750725521253116	0.0069645	-0.6488246103683235	0.42057499289512634
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.038927660075825835	0.0013262810099862346	0.007113625	-0.6497862549935769	0.2880151569843292
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.008797458496605787	0.0026402016005991824	0.007098625	-0.6298875289917764	0.35149791836738586
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0062682769466838656	0.003395522455019407	0.0070348749999999995	-0.6516648266035922	0.46699443459510803
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.04165456539428946	0.0020393087422401	0.006719625	-0.6285852711304771	0.41977423429489136
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.0017830022512581787	0.0010892539642947477	0.00670075	-0.7413749941748143	0.29776209592819214
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.031132231090208514	0.002126843302890206	0.0071121249999999995	-0.7785737944479119	0.19775646924972534
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.0728494798933764	0.00047218010014565825	0.0071725	-0.7937600676917792	0.3539285659790039
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.029046716167478726	0.0026634316736704584	0.007125875	-0.5765528786240266	0.6280075311660767
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.02940901757893687	0.0015028357004220022	0.006990875	-0.6915251358261761	0.259085476398468
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.01937982623270371	0.001690832375919176	0.007132875	-0.6816327377369666	0.3287912607192993
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.058807606957020364	0.0020121544271932295	0.006912875000000001	-0.5886822438793907	0.3914724588394165
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.025368010701409812	0.0019213498550282673	0.006805874999999999	-0.5583096170750527	0.6852381229400635
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.0013690144278358733	0.0024560532163035243	0.006596375	-0.6538289521321958	0.24314218759536743
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.018588305125200065	0.0020727434545982637	0.00671875	-0.49921254772514	0.5614150762557983
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.007220912824062517	0.0019142395760111317	0.0068493749999999996	-0.5405921815275552	0.43479570746421814
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.07006748881002531	0.00199091229584892	0.006972125000000001	-0.6042253841785122	0.4141470193862915
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.020431429233209505	0.004263300308542162	0.00696	-0.5484717517147742	0.5678847432136536
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.002613344780987751	0.0016845087578331783	0.00697625	-0.6472714130573988	0.4326644241809845
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.03785305675369349	0.001316286146168121	0.00697675	-0.6081220608952895	0.3929162323474884
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.029831932794698836	0.003269855577406428	0.00702175	-0.6664374136502897	0.39113202691078186
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.004821159055894311	0.0017122396612951776	0.006954125	-0.5957142796004752	0.282623291015625
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.04120709114033432	0.0014053022746627222	0.0067591249999999995	-0.6313022722465916	0.2582823932170868
0.0	0.0	1.0	0.0	0.0	0.4	0.0	0.6	-0.009261717082794548	0.007088317806602026	0.0072456249999999995	-0.36606299208255194	0.5256579518318176
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.009789130221721107	0.0025304987229652154	0.006893125	-0.6531869417787047	0.4399415850639343
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.004515974988940485	0.0005467086840612907	0.0071198749999999995	-0.5464469420793854	0.4359529912471771
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.07027001940735633	0.0014444402256545022	0.00695425	-0.6296151727169441	0.29268956184387207
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.07703747366564895	0.0007286015568446254	0.006782375	-0.6797294297475298	0.4677793085575104
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.08774907684212196	0.0010359454732351084	0.0068883749999999995	-0.7719118803453701	0.2335822880268097
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.06403787080713771	0.0007593799688667571	0.0067521249999999994	-0.6933766013135255	0.260362446308136
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.05970856112537718	0.004268551071929337	0.00705875	-0.5256788244925285	0.7634631395339966
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.03457514112404937	0.002125866816421141	0.007071124999999999	-0.7813316764377891	0.28480392694473267
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.025383826622907786	0.002224233952378137	0.007203125	-0.7513596659386308	0.26879623532295227
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0826629859041906	0.002864736200238971	0.00678825	-0.514310962396537	0.45311033725738525
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.05382894861289611	0.00214029890743535	0.007071125	-0.5537069390459107	0.357942134141922
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.07029572320173975	0.0035792599220494897	0.007096875	-0.5526333950675534	0.28616368770599365
0.0	0.0	1.0	0.0	0.0	0.8	0.0	0.2	-0.012895509335446627	0.006418595491246253	0.0069630000000000004	-0.41993898603275137	0.7175453305244446
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.027246508027412495	0.0011969788435073347	0.0069847500000000005	-0.6977940006956286	0.2785145342350006
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.004863501454120024	0.002676149353608992	0.007014625	-0.6017074378218035	0.28837162256240845
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.010230328973694743	0.0009715058696777182	0.0071395	-0.6416805525966078	0.4046131670475006
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.024651653799830614	0.000724485769390124	0.006968500000000001	-0.688059165713614	0.20691612362861633
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.026852691757124132	0.001901980928115792	0.006953124999999999	-0.6584444381404607	0.4836353659629822
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.02534002881176143	0.0026222530181657655	0.0068631249999999994	-0.6756251587346139	0.3244744837284088
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.08549103973948255	0.00015329125849099828	0.007029125	-0.7431793987602138	0.35302498936653137
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.052050548383461355	0.003974929286543237	0.007186875	-0.5204477834693756	0.6227285861968994
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.005728583276610889	0.0021493880674299487	0.0069305	-0.6578001845856594	0.3080666661262512
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.02169851061383931	0.002508303354878259	0.0067935	-0.5222858390320236	0.30030763149261475
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.027504471451417625	0.002109981590240847	0.006985375	-0.5175093728828057	0.27163997292518616
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.009352453075238298	0.002129362765010186	0.006915125	-0.6207200692710818	0.704789936542511
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.09907844657001555	0.00087306508277743	0.007041499999999999	-0.48517259194443874	0.24786131083965302
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.0598510256912236	0.000633107949756779	0.00695425	-0.8328713360476093	0.17062708735466003
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0069535763126930975	0.0026801747564949813	0.006980125	-0.5484726552091683	0.5193869471549988
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.02856181828061946	0.003321530624567407	0.006739375	-0.5676336190604598	0.47680673003196716
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0042753991155124365	0.0015599117863224962	0.006875625	-0.5511641212706146	0.5372072458267212
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.005722493251379808	0.0015298585168266956	0.007268	-0.7324474911236428	0.2744593918323517
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-0.016532903085872384	0.0019094943473299106	0.006924125	-0.6566452771868704	0.28095486760139465
0.0	1e-09	0.9942768928571428	0.005723107142857143	0.0	1.0	0.0	0.0	0.037220618832959705	0.006916840962147877	0.0069891250000000005	-0.686161794112254	0.29070866107940674
0.0	1e-09	0.99572725	0.00427275	0.0	1.0	0.0	0.0	-0.03352692599859229	0.003315602681222583	0.006832875	-0.6510125615027285	0.3629343509674072
0.0	1e-09	0.9995384285714286	0.0004615714285714286	0.0	1.0	0.0	0.0	-0.06178519902522004	0.0025150698607983857	0.0068061250000000005	-0.8417973930892709	0.42765846848487854
0.0	1e-09	0.9991053571428572	0.0008946428571428571	0.0	1.0	0.0	0.0	0.005347635903191459	0.007453874407138588	0.007192875	-0.7226795426501528	0.33233341574668884
0.0	1e-09	0.9960324285714286	0.003967571428571429	0.0	1.0	0.0	0.0	0.03611915169711272	0.007948898231344	0.007162875000000001	-0.5572629342553882	0.38356688618659973
0.0	1e-09	0.9916357142857143	0.008364285714285715	0.0	1.0	0.0	0.0	0.009954066645147145	0.013816934369905122	0.006867625	-0.5653434472416943	0.5479720234870911
0.0	1e-09	0.9979154285714286	0.0020845714285714287	0.0	1.0	0.0	0.0	-0.001875156420295572	0.002263191910753657	0.00690025	-0.5575129950497087	0.43183815479278564
0.0	1e-09	0.9834365	0.0165635	0.0	1.0	0.0	0.0	0.038143225761774424	0.020049893129653273	0.006872125	-0.4961604007853871	0.5974934101104736
0.0	1e-09	0.99419925	0.00580075	0.0	1.0	0.0	0.0	-0.008930819424240472	0.007581717563102096	0.00687125	-0.6619106992366564	0.29184800386428833
0.0	1e-09	0.9931244285714286	0.006875571428571429	0.0	1.0	0.0	0.0	-0.004383079280663314	0.003725521110060153	0.006883125	-0.8842065959934482	0.32860875129699707
0.0	1e-09	0.99932825	0.00067175	0.0	1.0	0.0	0.0	0.05831369547826424	0.0052461992563812565	0.006766125	-0.571387891523558	0.29005590081214905
0.0	1e-09	0.9892734492800298	0.01072655071997014	0.0	1.0	0.0	0.0	-0.05242488559342274	0.013995949065067305	0.006710125	-0.6343271836841745	0.42287179827690125
0.0	1e-09	0.996198	0.003802	0.0	1.0	0.0	0.0	0.02859414741850611	0.005700627761354259	0.006981375	-0.6491706186648627	0.3226475119590759
0.0	1e-09	0.9883462857142857	0.011653714285714286	0.0	1.0	0.0	0.0	0.07102706321967711	0.0187345988056877	0.00670775	-0.6389077641183913	0.37628719210624695
0.0	1e-09	0.992898	0.007102	0.0	1.0	0.0	0.0	-0.01957807168007554	0.010966319689944918	0.0068642500000000006	-0.6224694489629762	0.49188777804374695
0.0	1e-09	0.99018925	0.00981075	0.0	1.0	0.0	0.0	-0.00772148420916343	0.004812256822184994	0.00706775	-0.5964710397179703	0.5390045046806335
0.0	1e-09	0.9715231785714286	0.028476821428571428	0.0	0.95	0.0	0.05	0.011182771508644234	0.04423337879679142	0.006818375	-0.42543662512885694	0.6667370796203613
0.0	1e-09	0.9936138928571429	0.006386107142857143	0.0	1.0	0.0	0.0	0.011383443206587573	0.013799496266112413	0.006752625	-0.5045010250453925	0.49414992332458496
0.0	1e-09	0.9993834642857143	0.0006165357142857143	0.0	1.0	0.0	0.0	-0.0781083648634439	0.0019483537576150639	0.0069015	-0.6003852093657399	0.3852463662624359
0.0	1e-09	0.9968925357142857	0.003107464285714286	0.0	1.0	0.0	0.0	-0.07902243128388631	0.006238274617878565	0.006771625	-0.5004126576344388	0.3927904963493347
0.0	1e-09	0.9927298214285715	0.0072701785714285715	0.0	1.0	0.0	0.0	0.02327777088465523	0.005066623393836622	0.006895625	-0.5073544576145906	0.6579477787017822
0.0	1e-09	0.9829836785714285	0.01701632142857143	0.0	1.0	0.0	0.0	-0.025187228522749634	0.01744581824609031	0.006814125000000001	-0.6141740858859892	0.4536992609500885
0.0	1e-09	0.99732775	0.00267225	0.0	1.0	0.0	0.0	-0.056109537051057555	0.0022836518645848658	0.0067995	-0.8534147560464129	0.4184713065624237
0.0	1e-09	0.9917724285714286	0.008227571428571428	0.0	1.0	0.0	0.0	-0.07150590245152698	0.010262236525194039	0.006689624999999999	-0.6188990590738961	0.3631895184516907
0.0	1e-09	0.9864379642857143	0.013562035714285714	0.0	1.0	0.0	0.0	0.02857665312988331	0.012083964861439268	0.00692725	-0.5380119049857627	0.4857477843761444
0.0	1e-09	0.9795786785714286	0.020421321428571428	0.0	0.15	0.05	0.8	-0.008382046960436526	0.01575392057919189	0.0068755	-0.40256577134642696	0.7938865423202515
0.0	1e-09	0.9962272857142858	0.003772714285714286	0.0	1.0	0.0	0.0	0.024846142543783784	0.00702575776274791	0.006894125	-0.8241889944910519	0.35505300760269165
0.0	1e-09	0.9981077142857143	0.0018922857142857142	0.0	1.0	0.0	0.0	-0.04397608803779135	0.026868330703944076	0.006932875	-0.5339899050299913	0.5641111731529236
0.0	1e-09	0.9942736428571428	0.005726357142857143	0.0	1.0	0.0	0.0	-0.03790581376909329	0.011380482395873668	0.00699775	-0.7163993191744028	0.291705459356308
0.0	1e-09	0.99549225	0.00450775	0.0	1.0	0.0	0.0	0.055544219854581675	0.006750235162065485	0.006692	-0.5342380476535654	0.3256063759326935
0.0	1e-09	0.9965545	0.0034455	0.0	1.0	0.0	0.0	0.009968262625227986	0.01355223535308621	0.0065822499999999996	-0.5951070828969866	0.5103577375411987
0.0	1e-09	0.9962865	0.0037135	0.0	1.0	0.0	0.0	-0.007950074265587314	0.0026316999368579635	0.006760749999999999	-0.6870930734005408	0.2815963625907898
0.0	1e-09	0.9911476785714286	0.008852321428571428	0.0	1.0	0.0	0.0	0.01577776130815208	0.007456941309528314	0.00695275	-0.7033126289050242	0.40789198875427246
0.0	1e-09	0.9882566785714286	0.01174332142857143	0.0	1.0	0.0	0.0	-0.05274569540841465	0.00938564618557037	0.00690275	-0.5911567525403558	0.3931059241294861
0.0	1e-09	0.9970521071428572	0.0029478928571428573	0.0	1.0	0.0	0.0	-0.028359618158697086	0.012304205852375846	0.006880125000000001	-0.6183558894464665	0.38019824028015137
0.0	1e-09	0.9797656071428571	0.020234392857142857	0.0	1.0	0.0	0.0	-0.042506677150229835	0.0219517442890242	0.006613125000000001	-0.5990042263138546	0.5316795706748962
0.0	1e-09	0.9979684285714285	0.0020315714285714286	0.0	1.0	0.0	0.0	-0.007542706522555046	0.0030699647018653164	0.0068235	-0.7147802586055726	0.3121342658996582
0.0	1e-09	0.9931800357142857	0.006819964285714286	0.0	1.0	0.0	0.0	-0.024382378549505923	0.012644989632693893	0.0069180000000000005	-0.7223204906503646	0.294769823551178
0.0	1e-09	0.98794925	0.01205075	0.0	1.0	0.0	0.0	0.043041418751963496	0.005124619141443544	0.00691225	-0.6154925622003763	0.37725719809532166
0.0	1e-09	0.9952525714285714	0.004747428571428572	0.0	1.0	0.0	0.0	-0.08611678188464823	0.010346541791281376	0.00688725	-0.6860927711925371	0.30917876958847046
0.0	1e-09	1.0	0.0	0.0	1.0	0.0	0.0	-0.01878945161674042	0.0032945569895760007	0.00670425	-0.6746819862617988	0.40864190459251404
0.0	1e-09	0.9906765	0.0093235	0.0	1.0	0.0	0.0	-0.03845161954682392	0.01610893003350582	0.006904	-0.5701715285089288	0.3487856686115265
0.0	1e-09	0.99767025	0.00232975	0.0	1.0	0.0	0.0	-0.045756145483589084	0.001539246636629632	0.006876749999999999	-0.6796788596908707	0.3264707326889038
0.0	1e-09	0.9930976428571429	0.006902357142857143	0.0	1.0	0.0	0.0	0.009881539768221852	0.009985012092144616	0.006931	-0.4209414947561946	0.7754867672920227
0.0	1e-09	0.9996265	0.0003735	0.0	1.0	0.0	0.0	0.017435419339766604	0.006125231202753335	0.007089	-0.6530335931562103	0.3600194454193115
0.0	1e-09	0.967433	0.032567	0.0	1.0	0.0	0.0	-0.08925683483508841	0.019935435670231472	0.006746375000000001	-0.4561566842941674	0.5251756906509399
0.0	1e-09	0.9840463571428572	0.015953642857142857	0.0	1.0	0.0	0.0	0.029566793792108918	0.005136232710380392	0.006521125	-0.5318324344433494	0.4619540870189667
0.0	1e-09	0.9687908928571428	0.031209107142857143	0.0	0.9	0.0	0.1	0.0040048188950350515	0.03249892708804795	0.006840499999999999	-0.41837970433889377	0.6343030333518982
0.0	1e-09	0.9831457142857143	0.016854285714285714	0.0	1.0	0.0	0.0	-0.015563390413122186	0.011418105669637088	0.00684475	-0.6056727294504555	0.5553374290466309
0.0	1e-09	0.975451	0.024549	0.0	1.0	0.0	0.0	-0.034610802644369415	0.018849752598206287	0.0069672499999999995	-0.42342720900594194	0.518956184387207
0.0	1e-09	0.9951369642857143	0.004863035714285715	0.0	0.9	0.0	0.1	-0.013623558069515552	0.009732979079052486	0.006762125000000001	-0.45358886558544653	0.6431110501289368
0.0	1e-09	0.996168	0.003832	0.0	1.0	0.0	0.0	0.003003562839090361	0.004618005933024911	0.0068493749999999996	-0.6708955168992186	0.3600999712944031
0.0	1e-09	0.9940225357142857	0.005977464285714286	0.0	1.0	0.0	0.0	-0.02285201161804434	0.0027326964914076357	0.0068645	-0.7135931870283159	0.25243085622787476
0.0	1e-09	0.95388775	0.04611225	0.0	1.0	0.0	0.0	0.009434070241300854	0.03873462532061448	0.0068017500000000005	-0.4416901997445371	0.6071288585662842
0.0	1e-09	0.9854231785714286	0.014576821428571429	0.0	1.0	0.0	0.0	-0.029609760594516775	0.025705813984197665	0.0069041250000000005	-0.5106632420011955	0.3667648434638977
0.0	1e-09	0.9974445	0.0025555	0.0	1.0	0.0	0.0	0.02704104887569062	0.0004364204452424033	0.006771375	-0.7021209513376647	0.2673802673816681
0.0	1e-09	0.99191325	0.00808675	0.0	1.0	0.0	0.0	0.02747616126158967	0.0176856080928336	0.0069717500000000005	-0.5409759626602708	0.427172988653183
0.0	1e-09	0.9975498571428572	0.0024501428571428573	0.0	1.0	0.0	0.0	-0.02200553744628391	0.004470546982324198	0.0070015	-0.6001359671619401	0.33986780047416687
0.0	1e-09	0.9902408928571429	0.009759107142857142	0.0	1.0	0.0	0.0	-0.021832210139743676	0.01108313425076923	0.006714	-0.5125231480925405	0.26930469274520874
0.0	1e-09	0.99790075	0.00209925	0.0	1.0	0.0	0.0	0.01428956643795211	0.0034510027833892193	0.006816875	-0.6433692623155054	0.3481224775314331
0.0	1e-09	0.9978025	0.0021975	0.0	1.0	0.0	0.0	-0.02005181481961375	0.021772452265589496	0.00695975	-0.41361969969343476	0.7733495235443115
0.0	1e-09	0.9940092142857143	0.005990785714285714	0.0	1.0	0.0	0.0	0.0029198431867328337	0.010073873013794829	0.0071785	-0.6284109928231609	0.33317679166793823
0.0	1e-09	0.993749	0.006251	0.0	1.0	0.0	0.0	-0.0104213794768306	0.0005655743488931021	0.006872125000000001	-0.7781758702128225	0.4716477692127228
0.0	1e-09	0.9947554642857143	0.005244535714285715	0.0	1.0	0.0	0.0	-0.01697048098811922	0.004703131803322816	0.006994874999999999	-0.6579780166178452	0.5654717683792114
0.0	1e-09	0.99994875	5.125e-05	0.0	1.0	0.0	0.0	0.011667635422058247	0.0009290242797510641	0.006945	-0.6373284246000915	0.38388940691947937
0.0	1e-09	1.0	0.0	0.0	1.0	0.0	0.0	0.0016745382363471753	0.0006260540123747786	0.006469249999999999	-0.7055717140009675	0.41401493549346924
0.0	1e-09	0.9935301785714286	0.006469821428571429	0.0	1.0	0.0	0.0	-0.09715833925890316	0.004662138032773456	0.006607875000000001	-0.6696675105181458	0.2612902522087097
0.0	1e-09	0.9911260714285715	0.00887392857142857	0.0	1.0	0.0	0.0	0.0418541403324707	0.010727291928448405	0.006883500000000001	-0.6439799151673862	0.6013526320457458
0.0	1e-09	0.9884823214285714	0.011517678571428571	0.0	1.0	0.0	0.0	0.05217072943887973	0.024175365491421175	0.00677975	-0.4004333959876875	0.28623366355895996
0.0	1e-09	0.9941765357142858	0.005823464285714286	0.0	1.0	0.0	0.0	0.03079748568138662	0.006250554788389365	0.006890874999999999	-0.699496548450946	0.31774476170539856
0.0	1e-09	0.9888539642857143	0.011146035714285714	0.0	1.0	0.0	0.0	-0.0016430268682978508	0.014782497551404086	0.006866499999999999	-0.5737811664486946	0.398572713136673
0.0	1e-09	0.9833826071428572	0.01661739285714286	0.0	1.0	0.0	0.0	0.05494436661064068	0.01739692601076733	0.006899125	-0.6506488751084935	0.43554389476776123
